Robot ID,Travel Distance,Shortest Distance,Travel Time,Shortest Time,Success
robot0,626.4765381372538,437.21359549995793,128.499999999997,128.499999999997,0.0
robot1,436.84268072667544,390.0,88.59999999999924,88.59999999999924,0.0
robot2,502.17196298262854,437.21359549995793,102.39999999999846,102.39999999999846,0.0
robot3,234.31540084356183,437.21359549995793,132.19999999999678,132.19999999999678,0.0
robot4,393.3431188525276,390.0,80.89999999999968,80.89999999999968,0.0
robot5,496.41120131627446,437.21359549995793,102.19999999999847,102.19999999999847,0.0
Average,448.26015047648684,421.4757303333053,105.79999999999825,105.79999999999825,0.0
