Robot ID,Travel Distance,Shortest Distance,Travel Time,Shortest Time,Success
robot0,555.1323189097716,437.21359549995793,112.49999999999788,112.49999999999788,0.0
robot1,446.43403588975934,390.0,90.39999999999914,90.39999999999914,0.0
robot2,503.00331898052036,437.21359549995793,101.99999999999848,101.99999999999848,0.0
robot3,525.9141162369887,437.21359549995793,108.5999999999981,108.5999999999981,0.0
robot4,393.3508976236128,390.0,80.89999999999968,80.89999999999968,0.0
robot5,501.99196906652196,437.21359549995793,103.19999999999841,103.19999999999841,0.0
Average,487.63777611786253,421.4757303333053,99.59999999999862,99.59999999999862,0.0
